2004  Compositions 

alloy     Yield Strength, GPa
===============================
Cr60Li20Ti20 0.94217415850296
Ti40Cr40Li20 0.897255125940797
Ti60Li20Cr20 0.854285592033557
Li40Cr40Ti20 0.915037428214098
Li40Ti40Cr20 0.871544291059347
Li60Ti20Cr20 0.889514368839321
Pd60Li20Ni20 0.795095027798174
Ni40Pd40Li20 0.761429295246976
Ni60Li20Pd20 0.729878949045668
Li40Pd40Ni20 0.780042608640415
Li40Ni40Pd20 0.747974918473909
Li60Ni20Pd20 0.766772565536371
Mg60Li20Ti20 0.668094688229836
Ti40Mg40Li20 0.646987287100824
Ti60Li20Mg20 0.626936251573516
Li40Mg40Ti20 0.658525797941257
Li40Ti40Mg20 0.637194743661009
Li60Ti20Mg20 0.648359498737158
Zr60Li20Ag20 0.731152004403531
Ag40Zr40Li20 0.694576588670023
Ag60Li20Zr20 0.66041530224136
Li40Zr40Ag20 0.709218173213276
Li40Ag40Zr20 0.674730039063834
Li60Ag20Zr20 0.689851665243932
Sn60Li20Be20 0.973043429494813
Be40Sn40Li20 0.924819447791033
Be60Li20Sn20 0.878746873053058
Li40Sn40Be20 0.942669868472674
Li40Be40Sn20 0.896595192095735
Li60Be20Sn20 0.915290063509938
W60Be20Zn20 2.27354180849612
Zn40W40Be20 2.12178344760918
Zn60Be20W20 1.97625617091919
Be40W40Zn20 2.23510427534617
Be40Zn40W20 2.07852255766951
Be60Zn20W20 2.17888495893452
Ca60Be20Cr20 1.56527178519793
Cr40Ca40Be20 1.49555172291084
Cr60Be20Ca20 1.4294634719132
Be40Ca40Cr20 1.53461565298627
Be40Cr40Ca20 1.46603752243037
Be60Cr20Ca20 1.50347923379943
Fe60Be20Hf20 1.62486240938569
Hf40Fe40Be20 1.53121186260103
Hf60Be20Fe20 1.44290882781806
Be40Fe40Hf20 1.57538402386831
Be40Hf40Fe20 1.48656392336221
Be60Hf20Fe20 1.53113951735797
La60Be20Hf20 2.00715751860803
Hf40La40Be20 1.88925430086567
Hf60Be20La20 1.77873645892228
Be40La40Hf20 1.91835784942692
Be40Hf40La20 1.80733642466574
Be60Hf20La20 1.83271871225064
P60Be20Co20 1.49942593799635
Co40P40Be20 1.41068141725634
Co60Be20P20 1.32711847252503
Be40P40Co20 1.4827784614277
Be40Co40P20 1.39409787664321
Be60Co20P20 1.46440919963133
Au60B20Cu20 3.48152124061563
Cu40Au40B20 3.30383018356332
Cu60B20Au20 3.12080456024357
B40Au40Cu20 3.4344171089627
B40Cu40Au20 3.25035268350068
B60Cu20Au20 3.37534563405545
Al60B20Fe20 3.76462510390413
Fe40Al40B20 3.5656283428468
Fe60B20Al20 3.35143421021151
B40Al40Fe20 3.73747741411933
B40Fe40Al20 3.52131132828322
B60Fe20Al20 3.67532972541106
Mo60B20Si20 5.35327734631269
Si40Mo40B20 5.29454266836883
Si60B20Mo20 5.21882664248445
B40Mo40Si20 5.33191922909291
B40Si40Mo20 5.26256391367935
B60Si20Mo20 5.29644429879535
Ti60B20Ta20 4.63083489521676
Ta40Ti40B20 4.4889692091724
Ta60B20Ti20 4.32437923705701
B40Ti40Ta20 4.60517904491209
B40Ta40Ti20 4.45824617951902
B60Ta20Ti20 4.57679096943449
Pd60B20Si20 4.46967144715568
Si40Pd40B20 4.31694520907403
Si60B20Pd20 4.13855063545875
B40Pd40Si20 4.45017591148435
B40Si40Pd20 4.27957364355336
B60Si20Pd20 4.39863766059775
Cr60Mg20Ta20 0.736349936395007
Ta40Cr40Mg20 0.69788253286665
Ta60Mg20Cr20 0.662609462951504
Mg40Cr40Ta20 0.714940577477805
Mg40Ta40Cr20 0.678680950301451
Mg60Ta20Cr20 0.696222952539546
B60Mg20Ni20 1.96419426089312
Ni40B40Mg20 1.86394359535925
Ni60Mg20B20 1.76742375857199
Mg40B40Ni20 1.95371273163367
Mg40Ni40B20 1.84796686406742
Mg60Ni20B20 1.9267222974104
Si60Mg20Au20 1.02012715218848
Au40Si40Mg20 0.967979173328538
Au60Mg20Si20 0.918478896487869
Mg40Si40Au20 0.996765317851451
Mg40Au40Si20 0.94713263867221
Mg60Au20Si20 0.977162998630017
Pd60Mg20Ca20 0.808422785221569
Ca40Pd40Mg20 0.772361062480805
Ca60Mg20Pd20 0.73849152439655
Mg40Pd40Ca20 0.787912751404647
Mg40Ca40Pd20 0.753116166059285
Mg60Ca20Pd20 0.76879929990927
La60Mg20Mo20 1.1061002163621
Mo40La40Mg20 1.0528296156845
Mo60Mg20La20 1.00201515955964
Mg40La40Mo20 1.06878862963367
Mg40Mo40La20 1.01851064749964
Mg60Mo20La20 1.03496171104296
Zr60Al20Ti20 1.21575771952707
Ti40Zr40Al20 1.16475787999392
