1308 Compositions 

alloy     Elastic Modulus, GPa
===============================
Cr60Hf40 126.6043232196
Cr80Hf20 124.383377407895
Ca80Cr20 135.613452330364
Ca60Cr40 132.327144703657
Cr60Ca40 129.430728597126
Cr80Ca20 126.883627109815
Fe80Cr20 143.639322497029
Fe60Cr40 141.284966717948
Cr60Fe40 139.173021245426
Cr80Fe20 137.279600014582
Mo80Cr20 189.076188425566
Mo60Cr40 184.152810282976
Cr60Mo40 178.897609972968
Cr80Mo20 173.534923298952
Pd80Cr20 134.65961138947
Pd60Cr40 132.251309218613
Cr60Pd40 130.013084999856
Cr80Pd20 127.957507011397
Sc80Fe20 115.087666468874
Sc60Fe40 111.912047911727
Fe60Sc40 109.154827362128
Fe80Sc20 106.767505564607
Ag80Fe20 127.348283862197
Ag60Fe40 123.812620849652
Fe60Ag40 120.736324141866
Fe80Ag20 118.076604114811
Ca80Fe20 156.339853659102
Ca60Fe40 152.948870148341
Fe60Ca40 149.720493507765
Fe80Ca20 146.703305813173
Ta80Fe20 130.565015918788
Ta60Fe40 128.161818751665
Fe60Ta40 125.985139069188
Fe80Ta20 124.040611544543
Ag80Fe20 152.450209824126
Ag60Fe40 147.581963778962
Fe60Ag40 142.785071940381
Fe80Ag20 138.259698030548
P80Co20 71.5454757020073
P60Co40 70.7898729240999
Co60P40 70.1804688689146
Co80P20 69.7261601970993
Au80Co20 135.077181292766
Au60Co40 130.906280302221
Co60Au40 127.16987802063
Co80Au20 123.838884117264
La80Co20 103.478834869182
La60Co40 102.595849488362
Co60La40 101.695278316729
Co80La20 100.835770154113
Be80Co20 190.46300416566
Be60Co40 184.393646938145
Co60Be40 178.732121223369
Co80Be20 173.457833167052
Ti80Co20 118.190144724034
Ti60Co40 116.093080378823
Co60Ti40 114.26142078045
Co80Ti20 112.665945985595
B80Ni20 286.352286797878
B60Ni40 281.31391676308
Ni60B40 275.804900421109
Ni80B20 269.907616974822
Nb80Ni20 141.521474854488
Nb60Ni40 138.37161280142
Ni60Nb40 135.408738410885
Ni80Nb20 132.630361460719
La80Ni20 92.5920567661549
La60Ni40 92.0995587354969
Ni60La40 91.7144726468843
Ni80La20 91.4283094726451
Sc80Ni20 155.672259690776
Sc60Ni40 150.856621642111
Ni60Sc40 146.31424796471
Ni80Sc20 142.149824488798
Zn80Ni20 120.492432410094
Zn60Ni40 117.622889967673
Ni60Zn40 115.080715800841
Ni80Zn20 112.858241996916
Hf80Cu20 154.824457733545
Hf60Cu40 150.341347212357
Cu60Hf40 146.197719838094
